id,acorn,acorn-grouped
2,ACORN-A,Affluent
6,ACORN-Q,Adversity
10,ACORN-H,Comfortable
18,ACORN-E,Affluent
19,ACORN-K,Adversity
27,ACORN-J,Comfortable
40,ACORN-A,Affluent
49,ACORN-E,Affluent
57,ACORN-E,Affluent
60,ACORN-F,Comfortable
91,ACORN-H,Comfortable
99,ACORN-U,ACORN-U
100,ACORN-N,Adversity
102,ACORN-Q,Adversity
111,ACORN-M,Adversity
116,ACORN-E,Affluent
117,ACORN-L,Adversity
123,ACORN-K,Adversity
131,ACORN-E,Affluent
140,ACORN-C,Affluent
145,ACORN-F,Comfortable
152,ACORN-E,Affluent
162,ACORN-Q,Adversity
168,ACORN-E,Affluent
179,ACORN-E,Affluent
180,ACORN-F,Comfortable
181,ACORN-E,Affluent
228,ACORN-E,Affluent
248,ACORN-F,Comfortable
255,ACORN-K,Adversity
260,ACORN-G,Comfortable
267,ACORN-K,Adversity
270,ACORN-E,Affluent
277,ACORN-F,Comfortable
280,ACORN-E,Affluent
281,ACORN-K,Adversity
295,ACORN-E,Affluent
301,ACORN-E,Affluent
306,ACORN-E,Affluent
307,ACORN-E,Affluent
312,ACORN-E,Affluent
313,ACORN-Q,Adversity
314,ACORN-F,Comfortable
317,ACORN-D,Affluent
320,ACORN-E,Affluent
322,ACORN-D,Affluent
323,ACORN-A,Affluent
330,ACORN-E,Affluent
331,ACORN-E,Affluent
349,ACORN-E,Affluent
350,ACORN-P,Adversity
355,ACORN-E,Affluent
357,ACORN-E,Affluent
359,ACORN-E,Affluent
363,ACORN-O,Adversity
367,ACORN-E,Affluent
373,ACORN-L,Adversity
376,ACORN-E,Affluent
381,ACORN-H,Comfortable
390,ACORN-L,Adversity
396,ACORN-E,Affluent
397,ACORN-F,Comfortable
415,ACORN-E,Affluent
443,ACORN-E,Affluent
455,ACORN-D,Affluent
462,ACORN-D,Affluent
496,ACORN-E,Affluent
498,ACORN-H,Comfortable
502,ACORN-F,Comfortable
506,ACORN-E,Affluent
507,ACORN-Q,Adversity
510,ACORN-Q,Adversity
539,ACORN-F,Comfortable
542,ACORN-Q,Adversity
547,ACORN-H,Comfortable
566,ACORN-K,Adversity
568,ACORN-L,Adversity
572,ACORN-D,Affluent
573,ACORN-L,Adversity
578,ACORN-H,Comfortable
580,ACORN-Q,Adversity
604,ACORN-O,Adversity
612,ACORN-E,Affluent
614,ACORN-H,Comfortable
615,ACORN-Q,Adversity
618,ACORN-E,Affluent
621,ACORN-K,Adversity
623,ACORN-K,Adversity
632,ACORN-D,Affluent
634,ACORN-F,Comfortable
638,ACORN-H,Comfortable
644,ACORN-L,Adversity
649,ACORN-P,Adversity
652,ACORN-E,Affluent
654,ACORN-E,Affluent
663,ACORN-E,Affluent
670,ACORN-L,Adversity
676,ACORN-F,Comfortable
682,ACORN-H,Comfortable
685,ACORN-H,Comfortable
686,ACORN-E,Affluent
689,ACORN-C,Affluent
692,ACORN-D,Affluent
714,ACORN-Q,Adversity
715,ACORN-D,Affluent
723,ACORN-H,Comfortable
727,ACORN-D,Affluent
731,ACORN-L,Adversity
732,ACORN-E,Affluent
737,ACORN-D,Affluent
742,ACORN-E,Affluent
746,ACORN-Q,Adversity
749,ACORN-E,Affluent
750,ACORN-L,Adversity
756,ACORN-E,Affluent
769,ACORN-F,Comfortable
773,ACORN-H,Comfortable
784,ACORN-H,Comfortable
809,ACORN-H,Comfortable
827,ACORN-K,Adversity
842,ACORN-K,Adversity
852,ACORN-K,Adversity
855,ACORN-E,Affluent
867,ACORN-K,Adversity
872,ACORN-K,Adversity
876,ACORN-J,Comfortable
888,ACORN-D,Affluent
891,ACORN-Q,Adversity
899,ACORN-H,Comfortable
903,ACORN-E,Affluent
904,ACORN-F,Comfortable
909,ACORN-I,Comfortable
919,ACORN-P,Adversity
952,ACORN-Q,Adversity
955,ACORN-H,Comfortable
956,ACORN-E,Affluent
958,ACORN-E,Affluent
966,ACORN-H,Comfortable
968,ACORN-E,Affluent
995,ACORN-H,Comfortable
1000,ACORN-D,Affluent
1003,ACORN-Q,Adversity
1008,ACORN-Q,Adversity
1021,ACORN-F,Comfortable
1029,ACORN-E,Affluent
1032,ACORN-E,Affluent
1060,ACORN-E,Affluent
1072,ACORN-P,Adversity
1081,ACORN-E,Affluent
1085,ACORN-K,Adversity
1088,ACORN-H,Comfortable
1094,ACORN-Q,Adversity
1095,ACORN-M,Adversity
1112,ACORN-L,Adversity
1114,ACORN-L,Adversity
1128,ACORN-Q,Adversity
1130,ACORN-E,Affluent
1135,ACORN-D,Affluent
1140,ACORN-C,Affluent
1151,ACORN-H,Comfortable
1164,ACORN-E,Affluent
1168,ACORN-Q,Adversity
1170,ACORN-F,Comfortable
1176,ACORN-Q,Adversity
1178,ACORN-K,Adversity
1183,ACORN-L,Adversity
1184,ACORN-E,Affluent
1210,ACORN-F,Comfortable
1212,ACORN-N,Adversity
1214,ACORN-F,Comfortable
1221,ACORN-D,Affluent
1227,ACORN-G,Comfortable
1233,ACORN-H,Comfortable
1236,ACORN-E,Affluent
1241,ACORN-E,Affluent
1244,ACORN-N,Adversity
1250,ACORN-J,Comfortable
1253,ACORN-G,Comfortable
1261,ACORN-H,Comfortable
1265,ACORN-F,Comfortable
1266,ACORN-Q,Adversity
1283,ACORN-E,Affluent
1294,ACORN-E,Affluent
1302,ACORN-H,Comfortable
1309,ACORN-K,Adversity
1312,ACORN-F,Comfortable
1325,ACORN-E,Affluent
1328,ACORN-E,Affluent
1340,ACORN-N,Adversity
1346,ACORN-Q,Adversity
1367,ACORN-E,Affluent
1382,ACORN-F,Comfortable
1396,ACORN-G,Comfortable
1406,ACORN-Q,Adversity
1408,ACORN-H,Comfortable
1412,ACORN-E,Affluent
1415,ACORN-K,Adversity
1424,ACORN-E,Affluent
1436,ACORN-E,Affluent
1445,ACORN-E,Affluent
1450,ACORN-F,Comfortable
1455,ACORN-Q,Adversity
1459,ACORN-Q,Adversity
1468,ACORN-O,Adversity
1473,ACORN-G,Comfortable
1484,ACORN-N,Adversity
1485,ACORN-N,Adversity
1488,ACORN-C,Affluent
1494,ACORN-H,Comfortable
1502,ACORN-D,Affluent
1506,ACORN-E,Affluent
1510,ACORN-A,Affluent
1519,ACORN-E,Affluent
1521,ACORN-E,Affluent
1525,ACORN-H,Comfortable
1526,ACORN-E,Affluent
1528,ACORN-A,Affluent
1541,ACORN-E,Affluent
1546,ACORN-Q,Adversity
1550,ACORN-M,Adversity
1558,ACORN-Q,Adversity
1562,ACORN-E,Affluent
1571,ACORN-E,Affluent
1574,ACORN-Q,Adversity
1578,ACORN-K,Adversity
1581,ACORN-K,Adversity
1583,ACORN-Q,Adversity
1591,ACORN-H,Comfortable
1592,ACORN-G,Comfortable
1605,ACORN-J,Comfortable
1609,ACORN-E,Affluent
1618,ACORN-H,Comfortable
1620,ACORN-Q,Adversity
1625,ACORN-F,Comfortable
1638,ACORN-D,Affluent
1646,ACORN-F,Comfortable
1647,ACORN-E,Affluent
1656,ACORN-D,Affluent
1662,ACORN-E,Affluent
1665,ACORN-E,Affluent
1672,ACORN-Q,Adversity
1673,ACORN-Q,Adversity
1675,ACORN-N,Adversity
1679,ACORN-H,Comfortable
1684,ACORN-Q,Adversity
1690,ACORN-G,Comfortable
1698,ACORN-D,Affluent
1703,ACORN-Q,Adversity
1710,ACORN-A,Affluent
1714,ACORN-Q,Adversity
1739,ACORN-G,Comfortable
1742,ACORN-L,Adversity
1745,ACORN-E,Affluent
1746,ACORN-K,Adversity
1751,ACORN-Q,Adversity
1758,ACORN-F,Comfortable
1779,ACORN-Q,Adversity
1789,ACORN-F,Comfortable
1794,ACORN-E,Affluent
1797,ACORN-L,Adversity
1805,ACORN-F,Comfortable
1809,ACORN-F,Comfortable
1816,ACORN-N,Adversity
1819,ACORN-A,Affluent
1834,ACORN-O,Adversity
1845,ACORN-L,Adversity
1869,ACORN-D,Affluent
1871,ACORN-Q,Adversity
1872,ACORN-L,Adversity
1874,ACORN-M,Adversity
1878,ACORN-Q,Adversity
1884,ACORN-E,Affluent
1888,ACORN-K,Adversity
1909,ACORN-L,Adversity
1913,ACORN-F,Comfortable
1914,ACORN-E,Affluent
1917,ACORN-Q,Adversity
1918,ACORN-E,Affluent
1927,ACORN-K,Adversity
1929,ACORN-K,Adversity
1935,ACORN-G,Comfortable
1940,ACORN-G,Comfortable
1943,ACORN-E,Affluent
1944,ACORN-F,Comfortable
1945,ACORN-L,Adversity
1965,ACORN-F,Comfortable
1966,ACORN-B,Affluent
1971,ACORN-F,Comfortable
1972,ACORN-E,Affluent
1983,ACORN-Q,Adversity
1991,ACORN-H,Comfortable
2001,ACORN-Q,Adversity
2007,ACORN-E,Affluent
2009,ACORN-Q,Adversity
2027,ACORN-E,Affluent
2033,ACORN-Q,Adversity
2038,ACORN-L,Adversity
2041,ACORN-L,Adversity
2042,ACORN-E,Affluent
2043,ACORN-P,Adversity
2066,ACORN-E,Affluent
2077,ACORN-Q,Adversity
2085,ACORN-K,Adversity
2086,ACORN-F,Comfortable
2100,ACORN-E,Affluent
2129,ACORN-Q,Adversity
2138,ACORN-D,Affluent
2168,ACORN-Q,Adversity
2170,ACORN-D,Affluent
2172,ACORN-E,Affluent
2179,ACORN-E,Affluent
2190,ACORN-D,Affluent
2192,ACORN-L,Adversity
2204,ACORN-E,Affluent
2208,ACORN-O,Adversity
2212,ACORN-L,Adversity
2231,ACORN-F,Comfortable
2233,ACORN-D,Affluent
2241,ACORN-E,Affluent
2259,ACORN-E,Affluent
2261,ACORN-F,Comfortable
2269,ACORN-O,Adversity
2272,ACORN-M,Adversity
2296,ACORN-C,Affluent
2299,ACORN-O,Adversity
