id,acorn,acorn-grouped,aff
3115,ACORN-E,Affluent,1
3118,ACORN-F,Comfortable,0
3128,ACORN-H,Comfortable,0
3131,ACORN-Q,Adversity,0
3142,ACORN-H,Comfortable,0
3143,ACORN-M,Adversity,0
3147,ACORN-E,Affluent,1
3150,ACORN-E,Affluent,1
3154,ACORN-H,Comfortable,0
3158,ACORN-E,Affluent,1
3160,ACORN-E,Affluent,1
3169,ACORN-G,Comfortable,0
3172,ACORN-L,Adversity,0
3174,ACORN-G,Comfortable,0
3192,ACORN-L,Adversity,0
3194,ACORN-M,Adversity,0
3195,ACORN-H,Comfortable,0
3199,ACORN-M,Adversity,0
3205,ACORN-N,Adversity,0
3206,ACORN-H,Comfortable,0
3210,ACORN-H,Comfortable,0
3222,ACORN-H,Comfortable,0
3237,ACORN-H,Comfortable,0
3242,ACORN-L,Adversity,0
3244,ACORN-G,Comfortable,0
3255,ACORN-G,Comfortable,0
3261,ACORN-H,Comfortable,0
3267,ACORN-L,Adversity,0
3271,ACORN-H,Comfortable,0
3273,ACORN-E,Affluent,1
3275,ACORN-C,Affluent,1
3278,ACORN-C,Affluent,1
3279,ACORN-H,Comfortable,0
3302,ACORN-G,Comfortable,0
3305,ACORN-A,Affluent,1
3312,ACORN-E,Affluent,1
3323,ACORN-H,Comfortable,0
3327,ACORN-H,Comfortable,0
3335,ACORN-C,Affluent,1
3355,ACORN-B,Affluent,1
3356,ACORN-J,Comfortable,0
3357,ACORN-C,Affluent,1
3375,ACORN-H,Comfortable,0
3378,ACORN-E,Affluent,1
3386,ACORN-M,Adversity,0
3388,ACORN-A,Affluent,1
3389,ACORN-H,Comfortable,0
3397,ACORN-N,Adversity,0
3401,ACORN-M,Adversity,0
3404,ACORN-H,Comfortable,0
3405,ACORN-H,Comfortable,0
3407,ACORN-U,ACORN-U,0
3408,ACORN-H,Comfortable,0
3411,ACORN-L,Adversity,0
3417,ACORN-H,Comfortable,0
3418,ACORN-L,Adversity,0
3420,ACORN-N,Adversity,0
3431,ACORN-F,Comfortable,0
3442,ACORN-C,Affluent,1
3443,ACORN-L,Adversity,0
